code,name,continent,iso_country,iso_region,gps_code,iata_code,latitude,longitude
VADN,Daman Airport,AS,IN,IN-DD,VADN,NMB,72.84320068,20.43440056
VAGO,Dabolim Airport,AS,IN,IN-GA,VOGO,GOI,73.83139801,15.38080025
VAHB,Hubli Airport,AS,IN,IN-KA,VOHB,HBX,75.0848999,15.36170006
VAID,Devi Ahilyabai Holkar Airport,AS,IN,IN-MP,VAID,IDR,75.80110168,22.72179985
VAJB,Jabalpur Airport,AS,IN,IN-MP,VAJB,JLR,80.05200195,23.17779922
VAJM,Jamnagar Airport,AS,IN,IN-GJ,VAJM,JGA,70.01260376,22.46549988
VAKE,Kandla Airport,AS,IN,IN-GJ,VAKE,IXY,70.100304,23.1127
VAKJ,Khajuraho Airport,AS,IN,IN-MP,VAKJ,HJR,79.91860199,24.81719971
VAKP,Kolhapur Airport,AS,IN,IN-MM,VAKP,KLH,74.28939819,16.66469955
VAKS,Keshod Airport,AS,IN,IN-GJ,VAKS,IXK,70.270401,21.31710052
VAND,Nanded Airport,AS,IN,IN-MM,VAND,NDC,77.3167038,19.18330002
VANP,Dr. Babasaheb Ambedkar International Airport,AS,IN,IN-MM,VANP,NAG,79.04720306,21.09219933
VAOZ,Nashik Airport,AS,IN,IN-MM,VAOZ,ISK,73.912903,20.119101
VAPO,Pune Airport,AS,IN,IN-MM,VAPO,PNQ,73.91970062,18.58209991
VAPR,Porbandar Airport,AS,IN,IN-GJ,VAPR,PBD,69.65720367,21.64870071
VARG,Ratnagiri Airport,AS,IN,IN-MM,VARG,RTC,73.327797,17.013599
VARK,Rajkot Airport,AS,IN,IN-GJ,VARK,RAJ,70.77950287,22.30920029
VASD,Shirdi Airport,AS,IN,IN-MM,VASD,SAG,74.378889,19.688611
VASL,Solapur Airport,AS,IN,IN-MM,VASL,SSE,75.93479919,17.62800026
VASU,Surat Airport,AS,IN,IN-GJ,VASU,STV,72.7417984,21.1140995
VAUD,Maharana Pratap Airport,AS,IN,IN-RJ,VAUD,UDR,73.89610291,24.61770058
VCBI,Bandaranaike International Colombo Airport,AS,LK,LK-1,VCBI,CMB,79.88410187,7.180759907
VCCA,Anuradhapura Air Force Base,AS,LK,LK-7,VCCA,ACJ,80.42790222,8.30148983
VCCB,Batticaloa Airport,AS,LK,LK-5,VCCB,BTC,81.678802,7.70576
VCCC,Colombo Ratmalana Airport,AS,LK,LK-1,VCCC,RML,79.88619995,6.821990013
VCCG,Ampara Airport,AS,LK,LK-5,VCCG,ADP,81.62594,7.33776
VCCH,Hingurakgoda Air Force Base,AS,LK,LK-7,VCCH,HIM,80.9814,8.04981
VCCJ,Kankesanturai Airport,AS,LK,LK-4,VCCJ,JAF,80.07009888,9.792329788
VCCK,Koggala Airport,AS,LK,LK-3,VCCK,KCT,80.32029724,5.99368
VCCT,China Bay Airport,AS,LK,LK-5,VCCT,TRR,81.18190002,8.538510323
VCRI,Mattala Rajapaksa International Airport,AS,LK,LK-3,VCRI,HRI,81.124128,6.284467
VDBG,Battambang Airport,AS,KH,KH-2,VDBG,BBM,103.223999,13.09560013
VDKH,Kampong Chhnang Airport,AS,KH,KH-4,VDKH,KZC,104.564003,12.25520039
VDPP,Phnom Penh International Airport,AS,KH,KH-8,VDPP,PNH,104.8440018,11.54660034
VDRK,Ratanakiri Airport,AS,KH,KH-16,VDRK,RBE,106.9869995,13.72999954
VDSR,Siem Reap International Airport,AS,KH,KH-17,VDSR,REP,103.8130035,13.41069984
VDST,Stung Treng Airport,AS,KH,KH-19,VDST,TNX,106.0149994,13.53190041
VE44,Hashimara Air Force Station,AS,IN,IN-WB,VE44,,89.36910248,26.69829941
VEAN,Along Airport,AS,IN,IN-AR,VEAN,IXV,94.80200195,28.1753006
VEAT,Agartala Airport,AS,IN,IN-TR,VEAT,IXA,91.24040222,23.88699913
VEBD,Bagdogra Airport,AS,IN,IN-WB,VEBD,IXB,88.32859802,26.68120003
VEBI,Shillong Airport,AS,IN,IN-ML,VEBI,SHL,91.97869873,25.70359993
VEBS,Biju Patnaik Airport,AS,IN,IN-OR,VEBS,BBI,85.81780243,20.24440002
VECC,Netaji Subhash Chandra Bose International Airport,AS,IN,IN-WB,VECC,CCU,88.44670105,22.65469933
VEDB,Dhanbad Airport,AS,IN,IN-BR,VEDB,DBD,86.4253006,23.83399963
VEDG,Kazi Nazrul Islam Airport,AS,IN,IN-WB,VEDG,RDP,87.243,23.6225
VEGK,Gorakhpur Airport,AS,IN,IN-UP,VEGK,GOP,83.4496994,26.73970032
VEGT,Lokpriya Gopinath Bordoloi International Airport,AS,IN,IN-AS,VEGT,GAU,91.58589935,26.10610008
VEGY,Gaya Airport,AS,IN,IN-BR,VEGY,GAY,84.95120239,24.74430084
VEIM,Imphal Airport,AS,IN,IN-MN,VEIM,IMF,93.896698,24.76000023
VEJS,Sonari Airport,AS,IN,IN-JH,VEJS,IXW,86.1688,22.8132
VEJT,Jorhat Airport,AS,IN,IN-AS,VEJT,JRH,94.17549896,26.73150063
VEKR,Kailashahar Airport,AS,IN,IN-TR,VEKR,IXH,92.00720215,24.30820084
VEKU,Silchar Airport,AS,IN,IN-AS,VEKU,IXS,92.97869873,24.91290092
VELP,Lengpui Airport,AS,IN,IN-MZ,VELP,AJL,92.61969757,23.84059906
VELR,North Lakhimpur Airport,AS,IN,IN-AS,VELR,IXI,94.09760284,27.2954998
VEMN,Dibrugarh Airport,AS,IN,IN-AS,VEMN,DIB,95.01689911,27.48390007
VEMR,Dimapur Airport,AS,IN,IN-NL,VEMR,DMU,93.77110291,25.88389969
VEMZ,Muzaffarpur Airport,AS,IN,IN-BR,VEMZ,MZU,85.31369781,26.11910057
VEPH,Panagarh Air Force Station,AS,IN,IN-WB,VEPH,,87.42749786,23.47430038
VEPT,Lok Nayak Jayaprakash Airport,AS,IN,IN-BR,VEPT,PAT,85.08799744,25.59129906
VERC,Birsa Munda Airport,AS,IN,IN-JH,VERC,IXR,85.32170105,23.31430054
VERK,Rourkela Airport,AS,IN,IN-OR,VERK,RRK,84.814598,22.256701
VETZ,Tezpur Airport,AS,IN,IN-AS,VETZ,TEZ,92.78469849,26.70910072
VEZO,Ziro Airport,AS,IN,IN-AR,VEZO,ZER,93.828102,27.588301
VGBR,Barisal Airport,AS,BD,BD-1,VGBR,BZL,90.30120087,22.8010006
VGCB,Cox's Bazar Airport,AS,BD,BD-2,VGCB,CXB,91.96389771,21.45219994
VGEG,Shah Amanat International Airport,AS,BD,BD-2,VGEG,CGP,91.81330109,22.24959946
VGIS,Ishurdi Airport,AS,BD,BD-5,VGIS,IRD,89.04940033,24.15250015
VGJR,Jessore Airport,AS,BD,BD-4,VGJR,JSR,89.16079712,23.18379974
VGRJ,Shah Mokhdum Airport,AS,BD,BD-5,VGRJ,RJH,88.61650085,24.43720055
VGSD,Saidpur Airport,AS,BD,BD-5,VGSD,SPD,88.9088974,25.75919914
VGSY,Osmany International Airport,AS,BD,BD-6,VGSY,ZYL,91.8667984,24.96319962
VGZR,Hazrat Shahjalal International Airport,AS,BD,BD-3,VGHS,DAC,90.397783,23.843347
VHHH,Hong Kong International Airport,AS,HK,HK-U-A,VHHH,HKG,113.915001,22.308901
VHSK,Shek Kong Air Base,AS,HK,HK-U-A,VHSK,,114.0800018,22.43659973
VIAG,Agra Airport,AS,IN,IN-UP,VIAG,AGR,77.96089935,27.15579987
VIAL,Allahabad Airport,AS,IN,IN-UP,VIAL,IXD,81.733902,25.4401
VIAM,Ambala Air Force Station,AS,IN,IN-HR,VIAM,,76.8167038,30.36809921
VIAR,Sri Guru Ram Dass Jee International Airport,AS,IN,IN-PB,VIAR,ATQ,74.79730225,31.70960045
VIBK,Nal Airport,AS,IN,IN-RJ,VIBK,BKB,73.2071991,28.07060051
VIBN,Lal Bahadur Shastri Airport,AS,IN,IN-UP,VEBN,VNS,82.859299,25.4524
VIBR,Kullu Manali Airport,AS,IN,IN-HP,VIBR,KUU,77.15440369,31.87669945
VIBT,Bhatinda Air Force Station,AS,IN,IN-PB,VIBT,BUP,74.75579834,30.27009964
VIBY,Bareilly Air Force Station,AS,IN,IN-UP,VIBY,BEK,79.45079803,28.42210007
VICG,Chandigarh Airport,AS,IN,IN-CH,VICG,IXC,76.78849792,30.67350006
VICX,Kanpur Airport,AS,IN,IN-UP,VICX,KNU,80.410103,26.404301
VIDD,Safdarjung Airport,AS,IN,IN-DL,VIDD,,77.20580292,28.58449936
VIDN,Dehradun Airport,AS,IN,IN-UL,VIDN,DED,78.180298,30.189699
VIDP,Indira Gandhi International Airport,AS,IN,IN-DL,VIDP,DEL,77.103104,28.5665
VIGG,Kangra Airport,AS,IN,IN-HP,VIGG,DHM,76.26339722,32.1651001
VIGR,Gwalior Airport,AS,IN,IN-MP,VIGR,GWL,78.22779846,26.29330063
VIHR,Hissar Airport,AS,IN,IN-HR,VIHR,HSS,75.75530243,29.17939949
VIJO,Jodhpur Airport,AS,IN,IN-RJ,VIJO,JDH,73.04889679,26.25110054
VIJP,Jaipur International Airport,AS,IN,IN-RJ,VIJP,JAI,75.812202,26.8242
VIJR,Jaisalmer Airport,AS,IN,IN-RJ,VIJR,JSA,70.86499786,26.88870049
VIJU,Jammu Airport,AS,IN,IN-JK,VIJU,IXJ,74.83740234,32.68909836
VIKG,Kishangarh Airport,AS,IN,IN-RJ,VIKG,KQH,74.814147,26.601473
VIKO,Kota Airport,AS,IN,IN-RJ,VIKO,KTU,75.84559631,25.16020012
VILD,Ludhiana Airport,AS,IN,IN-PB,VILD,LUH,75.95259857,30.85470009
VILH,Leh Kushok Bakula Rimpochee Airport,AS,IN,IN-JK,VILH,IXL,77.54650116,34.13589859
VILK,Chaudhary Charan Singh International Airport,AS,IN,IN-UP,VILK,LKO,80.88929749,26.76059914
VIPK,Pathankot Airport,AS,IN,IN-PB,VIPK,IXP,75.634444,32.233611
VIPT,Pantnagar Airport,AS,IN,IN-UP,VIPT,PGH,79.473701,29.0334
VISA,Sirsa Air Force Station,AS,IN,IN-HR,VISA,,75.00610352,29.56060028
VISR,Sheikh ul Alam Airport,AS,IN,IN-JK,VISR,SXR,74.77420044,33.98709869
VIUX,Udhampur Air Force Station,AS,IN,IN-JK,VIUX,,75.15619659,32.90219879
VLLB,Luang Phabang International Airport,AS,LA,LA-LP,VLLB,LPQ,102.1610031,19.89730072
VLPS,Pakse International Airport,AS,LA,LA-CH,VLPS,PKZ,105.7809982,15.13210011
VLSK,Savannakhet Airport,AS,LA,LA-SV,VLSK,ZVK,104.7600021,16.55660057
VLSN,Sam Neua Airport,AS,LA,LA-HO,VLSN,NEU,104.0670013,20.41839981
VLVT,Wattay International Airport,AS,LA,LA-VT,VLVT,VTE,102.5630035,17.98830032
VMMC,Macau International Airport,AS,MO,MO-U-A,VMMC,MFM,113.592003,22.149599
VN-0001,Dong Hoi Airport,AS,VN,VN-24,VVDH,VDH,106.590556,17.515
VN-KON,Kontum Airport,AS,VN,VN-28,,KON,108.0169983,14.35000038
VNBW,Gautam Buddha Airport,AS,NP,NP-LU,VNBW,BWA,83.416293,27.505685
VNJP,Janakpur Airport,AS,NP,NP-JA,VNJP,JKR,85.92240143,26.70879936
VNKT,Tribhuvan International Airport,AS,NP,NP-BA,VNKT,KTM,85.3591,27.6966
VNNG,Nepalgunj Airport,AS,NP,NP-BH,VNNG,KEP,81.66699982,28.10359955
VNPK,Pokhara Airport,AS,NP,NP-GA,VNPK,PKR,83.98210144,28.20089912
VNTJ,Taplejung Airport,AS,NP,NP-ME,VNTJ,TPJ,87.69525,27.3509
VNVT,Biratnagar Airport,AS,NP,NP-KO,VNVT,BIR,87.26399994,26.48150063
VO55,Murod Kond Airport,AS,IN,IN-MM,VALT,LTU,76.464699,18.411501
VOAT,Agatti Airport,AS,IN,IN-LD,VOAT,AGX,72.1760025,10.82369995
VOBG,HAL Airport,AS,IN,IN-KA,VOBG,,77.66819763,12.94999981
VOBI,Bellary Airport,AS,IN,IN-KA,VOBI,BEP,76.88279724,15.16279984
VOBL,Kempegowda International Airport,AS,IN,IN-KA,VOBL,BLR,77.706299,13.1979
VOBR,Bidar Air Force Station,AS,IN,IN-KA,VOBR,,77.48709869,17.90810013
VOBZ,Vijayawada Airport,AS,IN,IN-AP,VOBZ,VGA,80.79679871,16.53039932
VOCB,Coimbatore International Airport,AS,IN,IN-TN,VOCB,CJB,77.04340363,11.02999973
VOCI,Cochin International Airport,AS,IN,IN-KL,VOCI,COK,76.401901,10.152
VOCL,Calicut International Airport,AS,IN,IN-KL,VOCL,CCJ,75.95529938,11.13679981
VOCP,Kadapa Airport,AS,IN,IN-AP,VOCP,CDP,78.772778,14.51
VOCX,Car Nicobar Air Force Station,AS,IN,IN-AN,VOCX,CBD,92.81960297,9.152509689
VODG,Dundigul Air Force Academy,AS,IN,IN-TG,VODG,,78.40339661,17.62719917
VOHS,Rajiv Gandhi International Airport,AS,IN,IN-TG,VOHS,HYD,78.42985535,17.23131752
VOHY,Begumpet Airport,AS,IN,IN-TG,VOHY,BPM,78.46759796,17.4531002
VOKN,Kannur International Airport,AS,IN,IN-KL,VOKN,CNN,75.547211,11.918614
VOMD,Madurai Airport,AS,IN,IN-TN,VOMD,IXM,78.09339905,9.83450985
VOML,Mangalore International Airport,AS,IN,IN-KA,VOML,IXE,74.89009857,12.9612999
VOMM,Chennai International Airport,AS,IN,IN-TN,VOMM,MAA,80.16929626,12.99000549
VOPB,Vir Savarkar International Airport,AS,IN,IN-AN,VOPB,IXZ,92.72969818,11.64120007
VOPC,Pondicherry Airport,AS,IN,IN-TN,VOPC,PNY,79.812,11.968
VOPN,Sri Sathya Sai Airport,AS,IN,IN-AP,VOPN,PUT,77.79109955,14.14929962
VORY,Rajahmundry Airport,AS,IN,IN-AP,VORY,RJA,81.81819916,17.11039925
VOSM,Salem Airport,AS,IN,IN-TN,VOSM,SXV,78.06559753,11.7833004
VOTR,Tiruchirapally Civil Airport Airport,AS,IN,IN-TN,VOTR,TRZ,78.70970154,10.76539993
VOTV,Trivandrum International Airport,AS,IN,IN-KL,VOTV,TRV,76.92009735,8.48211956
VQGP,Gelephu Airport,AS,BT,BT-31,VQGP,GLU,90.46412,26.88456
VQPR,Paro Airport,AS,BT,BT-11,VQPR,PBH,89.42459869,27.40320015
VRMG,Gan International Airport,AS,MV,MV-01,VRMG,GAN,73.155602,-0.693342
VRMH,Hanimaadhoo Airport,AS,MV,MV-23,VRMH,HAQ,73.17050171,6.744229794
VRMK,Kadhdhoo Airport,AS,MV,MV-05,VRMK,KDO,73.52189636,1.85916996
VRMM,MalÃ© International Airport,AS,MV,MV-MLE,VRMM,MLE,73.52909851,4.191830158
VRMT,Kaadedhdhoo Airport,AS,MV,MV-28,VRMT,KDM,72.99690247,0.488130987
VRMV,Villa Airport,AS,MV,MV-13,VRMV,VAM,72.83583333,3.470555556
VTBD,Don Mueang International Airport,AS,TH,TH-10,VTBD,DMK,100.6070023,13.91259956
VTBK,Kamphaeng Saen Airport,AS,TH,TH-72,VTBK,KDT,99.91719818,14.10200024
VTBL,Khok Kathiam Airport,AS,TH,TH-16,VTBL,,100.663002,14.87460041
VTBO,Trat Airport,AS,TH,TH-23,VTBO,TDX,102.3190002,12.27460003
VTBS,Suvarnabhumi Airport,AS,TH,TH-10,VTBS,BKK,100.7470016,13.68109989
VTBU,U-Tapao International Airport,AS,TH,TH-21,VTBU,UTP,101.0049973,12.67990017
VTCC,Chiang Mai International Airport,AS,TH,TH-50,VTCC,CNX,98.96260071,18.76679993
VTCH,Mae Hong Son Airport,AS,TH,TH-58,VTCH,HGN,97.97579956,19.30130005
VTCL,Lampang Airport,AS,TH,TH-52,VTCL,LPT,99.5042038,18.27090073
VTCN,Nan Airport,AS,TH,TH-55,VTCN,NNT,100.7829971,18.80789948
VTCP,Phrae Airport,AS,TH,TH-54,VTCP,PRH,100.1650009,18.13220024
VTCT,Chiang Rai International Airport,AS,TH,TH-57,VTCT,CEI,99.88289642,19.95229912
VTPB,Phetchabun Airport,AS,TH,TH-67,VTPB,PHY,101.1949997,16.6760006
VTPH,Hua Hin Airport,AS,TH,TH-76,VTPH,HHQ,99.95149994,12.63619995
VTPI,Takhli Airport,AS,TH,TH-60,VTPI,TKH,100.2959976,15.27729988
VTPM,Mae Sot Airport,AS,TH,TH-63,VTPM,MAQ,98.54509735,16.69989967
VTPO,Sukhothai Airport,AS,TH,TH-64,VTPO,THS,99.81819916,17.23800087
VTPP,Phitsanulok Airport,AS,TH,TH-65,VTPP,PHS,100.2789993,16.78289986
VTPT,Tak Airport,AS,TH,TH-63,VTPT,TKT,99.25330353,16.89599991
VTSB,Surat Thani Airport,AS,TH,TH-84,VTSB,URT,99.13559723,9.132599831
VTSC,Narathiwat Airport,AS,TH,TH-96,VTSC,NAW,101.7429962,6.519919872
VTSE,Chumphon Airport,AS,TH,TH-86,VTSE,CJM,99.36170197,10.71119976
VTSF,Nakhon Si Thammarat Airport,AS,TH,TH-80,VTSF,NST,99.94470215,8.539620399
VTSG,Krabi Airport,AS,TH,TH-81,VTSG,KBV,98.98619843,8.09912014
VTSH,Songkhla Airport,AS,TH,TH-90,VTSH,SGZ,100.6080017,7.186560154
VTSK,Pattani Airport,AS,TH,TH-94,VTSK,PAN,101.1539993,6.785459995
VTSM,Samui Airport,AS,TH,TH-80,VTSM,USM,100.0619965,9.547789574
VTSN,Cha Eian Airport,AS,TH,TH-80,VTSN,,99.95559692,8.471150398
VTSP,Phuket International Airport,AS,TH,TH-83,VTSP,HKT,98.316902,8.1132
VTSR,Ranong Airport,AS,TH,TH-85,VTSR,UNN,98.58550262,9.777620316
VTSS,Hat Yai International Airport,AS,TH,TH-90,VTSS,HDY,100.3929977,6.933209896
VTST,Trang Airport,AS,TH,TH-92,VTST,TST,99.61660004,7.508739948
VTUD,Udon Thani Airport,AS,TH,TH-41,VTUD,UTH,102.788002,17.38640022
VTUI,Sakon Nakhon Airport,AS,TH,TH-47,VTUI,SNO,104.1190033,17.19510078
VTUJ,Surin Airport,AS,TH,TH-32,VTUJ,PXR,103.4980011,14.86830044
VTUK,Khon Kaen Airport,AS,TH,TH-40,VTUK,KKC,102.7839966,16.46660042
VTUL,Loei Airport,AS,TH,TH-42,VTUL,LOE,101.7220001,17.43910027
VTUO,Buri Ram Airport,AS,TH,TH-31,VTUO,BFV,103.2529984,15.22949982
VTUQ,Nakhon Ratchasima Airport,AS,TH,TH-30,VTUQ,NAK,102.3130035,14.94950008
VTUU,Ubon Ratchathani Airport,AS,TH,TH-34,VTUU,UBP,104.8700027,15.25129986
VTUV,Roi Et Airport,AS,TH,TH-45,VTUV,ROI,103.7740021,16.11680031
VTUW,Nakhon Phanom Airport,AS,TH,TH-48,VTUW,KOP,104.6429977,17.38380051
VVBM,Buon Ma Thuot Airport,AS,VN,VN-33,VVBM,BMV,108.1200027,12.66829968
VVCI,Cat Bi International Airport,AS,VN,VN-61,VVCI,HPH,106.7249985,20.81940079
VVCM,CÃ  Mau Airport,AS,VN,VN-59,VVCM,CAH,105.177778,9.177667
VVCR,Cam Ranh Airport,AS,VN,VN-34,VVCR,CXR,109.2190018,11.99820042
VVCS,Co Ong Airport,AS,VN,VN-43,VVCS,VCS,106.633003,8.73183
VVCT,Can Tho International Airport,AS,VN,VN-02,VVCT,VCA,105.711998,10.08510017
VVDB,Dien Bien Phu Airport,AS,VN,VN-01,VVDB,DIN,103.0080032,21.39749908
VVDL,Lien Khuong Airport,AS,VN,VN-35,VVDL,DLI,108.366997,11.75
VVDN,Da Nang International Airport,AS,VN,VN-60,VVDN,DAD,108.1989975,16.04389954
VVGL,Gia Lam Air Base,AS,VN,VN-15,VVGL,,105.8860016,21.04050064
VVNB,Noi Bai International Airport,AS,VN,VN-15,VVNB,HAN,105.8069992,21.22120094
VVPB,Phu Bai Airport,AS,VN,VN-56,VVPB,HUI,107.7030029,16.4015007
VVPC,Phu Cat Airport,AS,VN,VN-31,VVPC,UIH,109.042,13.955
VVPK,Pleiku Airport,AS,VN,VN-30,VVPK,PXU,108.0169983,14.00450039
VVPQ,Phu Quoc International Airport,AS,VN,VN-47,VVPQ,PQC,103.9931,10.1698
VVRG,Rach Gia Airport,AS,VN,VN-47,VVRG,VKG,105.1323795,9.958029972
VVTH,Dong Tac Airport,AS,VN,VN-49,VVTH,TBB,109.3339996,13.04959965
VVTS,Tan Son Nhat International Airport,AS,VN,VN-23,VVTS,SGN,106.6520004,10.81879997
VVVD,VÃ¢n Äá»n International Airport,AS,VN,VN-13,VVVD,VDO,107.414167,21.117778
VVVH,Vinh Airport,AS,VN,VN-26,VVVH,VII,105.6709976,18.73760033
VYDW,Dawei Airport,AS,MM,MM-05,VYDW,TVY,98.20359802,14.10389996
VYEL,Naypyidaw Airport,AS,MM,MM-04,VYNT,NYT,96.200996,19.623501
VYHH,Heho Airport,AS,MM,MM-17,VYHH,HEH,96.79199982,20.74699974
VYKG,Kengtung Airport,AS,MM,MM-17,VYKG,KET,99.63600159,21.3015995
VYKP,Kyaukpyu Airport,AS,MM,MM-16,VYKP,KYP,93.53479767,19.42639923
VYKT,Kawthoung Airport,AS,MM,MM-05,VYKT,KAW,98.53800201,10.04930019
VYLK,Loikaw Airport,AS,MM,MM-12,VYLK,LIW,97.21479797,19.69149971
VYLS,Lashio Airport,AS,MM,MM-17,VYLS,LSH,97.75219727,22.97789955
VYMD,Mandalay International Airport,AS,MM,MM-04,VYMD,MDL,95.97789764,21.70219994
VYME,Myeik Airport,AS,MM,MM-05,VYME,MGZ,98.62149811,12.43980026
VYMK,Myitkyina Airport,AS,MM,MM-11,VYMK,MYT,97.35189819,25.38360023
VYML,Meiktila Air Base,AS,MM,MM-04,VYML,,95.89279175,20.88640022
VYMO,Momeik Airport,AS,MM,MM-17,VYMO,MOE,96.64530182,23.09250069
VYMS,Mong Hsat Airport,AS,MM,MM-17,VYMS,MOG,99.25679779,20.51679993
VYNP,Nampong Air Base,AS,MM,MM-11,VYNP,,97.29519653,25.35440063
VYNS,Namsang Airport,AS,MM,MM-17,VYNS,NMS,97.73590088,20.89049911
VYPT,Putao Airport,AS,MM,MM-11,VYPT,PBU,97.42630005,27.32990074
VYST,Shante Air Base,AS,MM,MM-04,VYST,,95.91449738,20.94169998
VYSW,Sittwe Airport,AS,MM,MM-16,VYSW,AKY,92.87259674,20.13269997
VYTD,Thandwe Airport,AS,MM,MM-16,VYTD,SNW,94.30010223,18.46069908
VYTL,Tachileik Airport,AS,MM,MM-17,VYTL,THL,99.93540192,20.48380089
VYYY,Yangon International Airport,AS,MM,MM-06,VYYY,RGN,96.1332016,16.90730095
WAAA,Hasanuddin International Airport,AS,ID,ID-SN,WAAA,UPG,119.5540009,-5.061629772
WABB,Frans Kaisiepo Airport,AS,ID,ID-PA,WABB,BIK,136.1080017,-1.190019965
WABI,Nabire Airport,AS,ID,ID-PA,WABI,NBX,135.496002,-3.36818
WABP,Moses Kilangin Airport,AS,ID,ID-PA,WAYY,TIM,136.886993,-4.52828
WADD,Ngurah Rai (Bali) International Airport,AS,ID,ID-BA,WADD,DPS,115.1669998,-8.748169899
WADL,Lombok International Airport,AS,ID,ID-NB,WADL,LOP,116.276675,-8.757322
WAHI,Yogyakarta International Airport,AS,ID,ID-YO,WAHI,YIA,110.057264,-7.905338
WAJJ,Sentani International Airport,AS,ID,ID-PA,WAJJ,DJJ,140.5160065,-2.576950073
WAJW,Wamena Airport,AS,ID,ID-PA,WAJW,WMX,138.957001,-4.10251
WAKK,Mopah Airport,AS,ID,ID-PA,WAKK,MKQ,140.4179993,-8.520290375
WALK,Kalimarau Airport,AS,ID,ID-KI,WAQT,BEJ,117.431999,2.1555
WALR,Juwata Airport,AS,ID,ID-KU,WAQQ,TRK,117.569444,3.326667
WAMH,Naha Airport,AS,ID,ID-SA,WAMH,NAH,125.5279999,3.683209896
WAML,Mutiara Airport,AS,ID,ID-ST,WAML,PLW,119.9100037,-0.918542027
WAMM,Sam Ratulangi Airport,AS,ID,ID-SA,WAMM,MDC,124.9260025,1.54926002
WAMP,Kasiguncu Airport,AS,ID,ID-ST,WAMP,PSJ,120.6579971,-1.416749954
WAMR,Pitu Airport,AS,ID,ID-MU,WAMR,OTI,128.3249969,2.04598999
WAMT,Sultan Babullah Airport,AS,ID,ID-MU,WAEE,TTE,127.380997,0.831414
WAMW,Syukuran Aminuddin Amir Airport,AS,ID,ID-ST,WAMW,LUW,122.772003,-1.03892
WAON,Warukin Airport,AS,ID,ID-KS,WAON,TJG,115.435997,-2.216559887
WAPF,Karel Sadsuitubun Airport,AS,ID,ID-MA,WAPF,LUV,132.759444,-5.760278
WAPL,Dumatumbun Airport,AS,ID,ID-MA,WAPL,,132.731003,-5.66162
WAPP,"Pattimura Airport, Ambon",AS,ID,ID-MA,WAPP,AMQ,128.0890045,-3.710259914
WARR,Juanda International Airport,AS,ID,ID-JI,WARR,SUB,112.7870026,-7.379829884
WASF,Fakfak Airport,AS,ID,ID-PB,WASF,FKQ,132.2669983,-2.920190096
WASK,Kaimana Airport,AS,ID,ID-PB,WASK,KNG,133.6959991,-3.644520044
WASO,Babo Airport,AS,ID,ID-PB,WASO,BXB,133.4389954,-2.532239914
WASR,Rendani Airport,AS,ID,ID-PB,WAUU,MKW,134.048996,-0.891833
WAWD,Matahora Airport,AS,ID,ID-SG,WAWD,WNI,123.634,-5.293996
WAXX,Dominique Edward Osok Airport,AS,ID,ID-PB,WASS,SOQ,131.287,-0.894
WBGB,Bintulu Airport,AS,MY,MY-13,WBGB,BTU,113.0199966,3.123850107
WBGG,Kuching International Airport,AS,MY,MY-13,WBGG,KCH,110.3470001,1.484699965
WBGJ,Limbang Airport,AS,MY,MY-13,WBGJ,LMN,115.0100021,4.808300018
WBGM,Marudi Airport,AS,MY,MY-13,WBGM,MUR,114.3290024,4.178979874
WBGR,Miri Airport,AS,MY,MY-13,WBGR,MYY,113.9869995,4.32201004
WBGS,Sibu Airport,AS,MY,MY-13,WBGS,SBW,111.9850006,2.261600018
WBGZ,Bario Airport,AS,MY,MY-13,WBGZ,BBN,115.4789963,3.733890057
WBKD,Lahad Datu Airport,AS,MY,MY-12,WBKD,LDU,118.3239975,5.032249928
WBKK,Kota Kinabalu International Airport,AS,MY,MY-12,WBKK,BKI,116.0510025,5.937210083
WBKL,Labuan Airport,AS,MY,MY-15,WBKL,LBU,115.25,5.300680161
WBKS,Sandakan Airport,AS,MY,MY-12,WBKS,SDK,118.0589981,5.900899887
WBKW,Tawau Airport,AS,MY,MY-12,WBKW,TWU,118.1279984,4.320159912
WBMU,Mulu Airport,AS,MY,MY-13,WBMU,MZV,114.8050003,4.04832983
WBSB,Brunei International Airport,AS,BN,BN-BM,WBSB,BWN,114.9280014,4.944200039
WIBB,Sultan Syarif Kasim Ii (Simpang Tiga) Airport,AS,ID,ID-RI,WIBB,PKU,101.4449997,0.460786015
WIBD,Pinang Kampai Airport,AS,ID,ID-RI,WIBD,DUM,101.433998,1.60919
WICA,Kertajati International Airport,AS,ID,ID-JB,WICA,KJT,108.166692,-6.648924
WICC,Husein Sastranegara International Airport,AS,ID,ID-JB,WICC,BDO,107.5759964,-6.900629997
WIDD,Hang Nadim International Airport,AS,ID,ID-RI,WIDD,BTH,104.1190033,1.121029973
WIHH,Halim Perdanakusuma International Airport,AS,ID,ID-JK,WIHH,HLP,106.8909988,-6.266610146
WIHL,Tunggul Wulung Airport,AS,ID,ID-JT,WIHL,CXP,109.0339966,-7.645060062
WIII,Soekarno-Hatta International Airport,AS,ID,ID-BT,WIII,CGK,106.6559982,-6.12556982
WILL,Radin Inten II (Branti) Airport,AS,ID,ID-LA,WILL,TKG,105.175556,-5.240556
WIMB,Binaka Airport,AS,ID,ID-SU,WIMB,GNS,97.704697,1.16638
